--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,,,,,,,Per 36 MP,,,,,,,,,,,,,,,,,,,,,,,,,-additional
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1184,Vince Edwards,0.0,UTA,2,52,2018,Purdue,2018-19,2018-19,22,2,0,0,2.3,9.0,0.0,0.0,2.3,9.0,0.0,0.0,2.3,2.3,4.5,0.0,0.0,0.0,0.0,0.0,6.8,.250,,.250,,.375,.375,F,HOU,edwarvi01
1185,Ken Johnson,0.0,MIA,2,49,2001,Ohio State,2002-03,2002-03,24,16,0,0,3.5,8.5,3.5,8.5,0.0,0.0,0.5,1.4,0.9,6.5,7.4,0.0,0.2,2.8,1.4,4.6,7.4,.405,.405,,.333,.404,.405,F-C,MIA,johnske03
1186,Justin Wright-Foreman,0.0,UTA,2,53,2019,Hofstra,2019-20,2019-20,22,4,0,0,5.6,16.0,4.0,8.0,1.6,8.0,2.4,3.2,0.0,4.0,4.0,5.6,1.6,0.0,2.4,4.0,15.2,.350,.500,.200,.750,.437,.400,G,UTA,wrighju02
1187,Tito Maddox,0.0,HOU,2,38,2002,Fresno State,2002-03,2002-03,21,9,0,0,3.1,12.3,3.1,9.3,0.0,3.1,5.1,8.2,1.0,6.2,7.2,5.1,3.1,1.0,3.1,4.1,11.3,.250,.333,.000,.625,.354,.250,G,HOU,maddoti01
1188,Taelon Peter,0.0,IND,2,54,2025,Liberty,2025-26,2025-26,23,38,0,0,4.4,11.6,1.4,2.4,3.0,9.1,0.7,1.2,0.7,3.6,4.3,2.9,1.9,0.3,2.0,2.8,12.5,.380,.576,.328,.625,.518,.509,G,IND,peterta01
1189,Petr Cornelie,0.0,DEN,2,53,2016,,2021-22,2021-22,26,13,0,0,4.7,14.2,3.8,6.6,0.9,7.6,2.8,3.8,6.6,6.6,13.3,2.8,0.9,0.9,3.8,6.6,13.3,.333,.571,.125,.750,.418,.367,F,DEN,cornepe01
1190,Jerome Beasley,0.0,MIA,2,33,2003,North Dakota,2003-04,2003-04,23,2,0,0,7.2,21.6,7.2,21.6,0.0,0.0,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,14.4,.333,.333,,,.333,.333,F,MIA,beaslje01
1191,Stephen Zimmerman,0.0,ORL,2,41,2016,UNLV,2016-17,2016-17,20,19,0,0,3.3,10.3,3.3,10.3,0.0,0.0,1.0,1.7,3.7,8.0,11.7,1.3,0.7,1.7,1.0,5.7,7.7,.323,.323,,.600,.346,.323,C,ORL,zimmest01
1192,Jamison Brewer,0.0,IND,2,41,2001,Auburn,2001-02,2004-05,21-24,54,1,0,2.7,7.2,2.1,4.8,0.6,2.5,0.8,2.2,1.2,2.7,3.8,4.3,1.5,0.2,2.5,2.6,6.8,.372,.435,.250,.393,.419,.415,G,INDNYK,breweja01
1193,Damion James,0.0,ATL,1,24,2010,Texas,2010-11,2013-14,23-26,39,17,0,3.5,8.5,3.5,8.1,0.0,0.3,1.6,2.4,1.4,6.1,7.6,1.5,1.3,1.2,2.2,3.2,8.7,.415,.433,.000,.667,.453,.415,G-F,BRKNJNSAS,jamesda01
1194,Bronny James,0.0,LAL,2,55,2024,Southern California,2024-25,2025-26,20-21,69,2,0,4.4,11.8,2.4,6.0,2.0,5.8,1.1,1.4,0.6,2.1,2.7,4.7,1.8,0.5,2.5,2.7,11.9,.374,.398,.348,.810,.481,.459,G,LAL,jamesbr02
1195,Pape Sy,0.0,ATL,2,53,2010,,2010-11,2010-11,22,3,0,0,3.4,10.3,3.4,8.6,0.0,1.7,5.1,5.1,3.4,1.7,5.1,3.4,1.7,0.0,5.1,1.7,12.0,.333,.400,.000,1.000,.478,.333,F,ATL,sypa01
1196,David Johnson,0.0,TOR,2,47,2021,Louisville,2021-22,2021-22,20,2,0,0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,,.000,,.000,.000,G,TOR,johnsda08
1197,Arnoldas Kulboka,0.0,CHA,2,55,2018,,2021-22,2021-22,24,2,0,0,0.0,7.2,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,.000,,.000,,.000,.000,F,CHO,kulboar01
1198,Royce White,0.0,HOU,1,16,2012,Iowa State,2013-14,2013-14,22,3,0,0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,.000,.000,,,.000,.000,F,SAC,whitero03
1199,Jamaal Franklin,0.0,MEM,2,41,2013,San Diego State,2013-14,2014-15,22-23,24,0,0,3.5,8.5,2.3,5.8,1.2,2.7,0.4,0.4,1.0,4.1,5.2,1.9,0.8,0.6,2.9,5.6,8.7,.415,.393,.462,1.000,.501,.488,G,DENMEM,frankja01
1200,Slavko Vraneš,0.0,NYK,2,39,2003,,2003-04,2003-04,21,1,0,0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,.000,.000,,,.000,.000,C,POR,vranesl01


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/5/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,,,,,,,,,Per 36 MP,,,,,,,,,,,,,,,,,,,,,,,,,-additional
Rk,Player,WS,Draft Team,Round,Pick,Draft Year,College,From,To,Age,G,GS,AS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1201,Taylor Griffin,0.0,PHO,2,48,2009,Oklahoma,2009-10,2009-10,23,8,0,0,4.5,11.3,4.5,9.0,0.0,2.3,2.3,4.5,0.0,2.3,2.3,1.1,0.0,2.3,1.1,4.5,11.3,.400,.500,.000,.500,.425,.400,F,PHO,griffta01
1202,Max Shulga,0.0,ORL,2,57,2025,VCU,2025-26,2025-26,23,11,1,0,2.0,8.0,1.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,6.0,2.0,1.0,0.0,3.0,10.0,7.0,.250,.250,.250,1.000,.394,.313,G,BOS,shulgma01
1203,Cassius Stanley,0.0,IND,2,54,2020,Duke,2020-21,2021-22,21-22,33,1,0,4.6,12.9,3.6,8.6,1.0,4.4,2.5,2.8,1.9,3.8,5.7,0.7,0.9,0.6,1.0,4.5,12.8,.360,.424,.233,.895,.452,.399,G,DETIND,stanlca01
1204,Robert Archibald,0.0,MEM,2,32,2002,Illinois,2002-03,2003-04,22-23,44,3,0,1.6,5.8,1.6,5.8,0.0,0.0,2.3,5.4,3.0,4.6,7.6,1.8,1.5,0.7,1.9,6.5,5.6,.283,.283,,.429,.342,.283,F,MEMORLPHOTOR,archiro01
1205,Marko Simonovic,0.0,CHI,2,44,2020,,2021-22,2022-23,22-23,16,0,0,3.9,14.4,2.6,8.5,1.3,5.9,5.9,8.5,3.9,3.9,7.9,0.0,0.7,0.7,1.3,7.2,15.1,.273,.308,.222,.692,.415,.318,C,CHI,simonma01
1206,Anton Watson,0.0,BOS,2,54,2024,Gonzaga,2024-25,2024-25,24,9,0,0,6.5,14.7,6.5,13.1,0.0,1.6,0.0,0.0,1.6,3.3,4.9,3.3,1.6,0.0,3.3,4.9,13.1,.444,.500,.000,,.444,.444,F,NYK,watsoan02
1207,Luis Flores,0.0,HOU,2,55,2004,Manhattan,2004-05,2004-05,23,16,0,0,6.5,13.6,4.2,8.9,2.3,4.7,0.9,0.9,0.5,0.9,1.4,5.1,0.9,0.0,5.1,4.2,16.4,.483,.474,.500,1.000,.586,.569,G,DENGSW,florelu01
1208,Marcus Williams,0.0,NJN,1,22,2006,Connecticut,2006-07,2009-10,21-24,203,10,0,5.0,12.9,3.5,8.3,1.5,4.6,1.7,2.2,0.7,3.5,4.2,6.7,1.0,0.1,3.4,2.3,13.1,.386,.421,.321,.767,.473,.443,G,GSWMEMNJN,willima03
1209,Tristen Newton,0.0,IND,2,49,2024,Connecticut,2024-25,2025-26,23-24,9,0,0,6.4,21.9,3.9,11.6,2.6,10.3,3.9,5.1,5.1,3.9,9.0,2.6,2.6,0.0,2.6,5.1,19.3,.294,.333,.250,.750,.400,.353,G,HOUINDMIN,newtotr01
1210,Tyrell Terry,0.0,DAL,2,31,2020,Stanford,2020-21,2021-22,20-21,13,0,0,3.7,10.4,3.7,6.1,0.0,4.3,0.6,1.8,0.0,3.7,3.7,3.7,3.1,0.0,1.2,1.8,7.9,.353,.600,.000,.333,.355,.353,G,DALMEM,terryty01
1211,Peter John Ramos,0.0,WAS,2,32,2004,,2004-05,2004-05,19,6,0,0,9.0,18.0,9.0,18.0,0.0,0.0,1.8,3.6,1.8,5.4,7.2,0.0,0.0,1.8,5.4,7.2,19.8,.500,.500,,.500,.506,.500,C,WAS,ramospe01
1212,Nikola Topić,0.0,OKC,1,12,2024,,2025-26,2025-26,20,10,2,0,5.0,11.5,3.6,8.1,1.4,3.4,0.5,1.1,1.6,2.7,4.3,9.9,1.1,0.0,5.6,2.9,11.7,.431,.444,.400,.400,.489,.490,G,OKC,topicni01
1213,Tyler Bey,0.0,PHI,2,36,2020,Colorado,2020-21,2020-21,22,18,0,0,3.5,11.2,3.0,9.1,0.5,2.0,1.5,2.5,4.1,5.6,9.6,1.5,0.0,0.5,1.5,3.0,9.1,.318,.333,.250,.600,.372,.341,F,DAL,beyty01
1214,Paul Zipser,0.0,CHI,2,48,2016,,2016-17,2017-18,22-23,98,30,0,3.6,9.8,2.1,5.3,1.5,4.5,1.1,1.4,0.6,4.9,5.5,1.8,0.8,0.7,1.8,3.5,9.9,.371,.402,.335,.769,.474,.448,G-F,CHI,zipsepa01
1215,Noa Essengue,-0.1,CHI,1,12,2025,,2025-26,2025-26,19,2,0,0,0.0,18.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,.000,.000,.000,,.000,.000,F,CHI,essenno01
1216,Walter Sharpe,-0.1,OKC,2,32,2008,UAB,2008-09,2008-09,22,8,0,0,7.2,19.8,7.2,16.2,0.0,3.6,0.0,3.6,0.0,5.4,5.4,0.0,0.0,3.6,0.0,5.4,14.4,.364,.444,.000,.000,.337,.364,F,DET,sharpwa01
1217,Vassilis Spanoulis,-0.1,DAL,2,50,2004,,2006-07,2006-07,24,31,0,0,3.0,9.5,2.4,5.7,0.7,3.8,4.5,5.6,0.7,2.3,2.9,3.7,0.9,0.1,3.8,4.4,11.3,.319,.419,.172,.810,.470,.354,G,HOU,spanova01
1218,Jahmi'us Ramsey,-0.1,SAC,2,43,2020,Texas Tech,2020-21,2023-24,19-22,39,1,0,5.9,14.1,4.2,8.0,1.7,6.1,1.8,2.6,1.0,3.6,4.6,2.2,1.2,0.2,1.5,2.9,15.2,.416,.526,.271,.680,.497,.474,G,SACTOR,ramseja01
1219,Ace Bailey,-0.1,UTA,1,5,2025,Rutgers,2025-26,2025-26,19,72,61,0,7.2,16.2,4.7,8.9,2.5,7.2,1.2,1.6,1.9,3.6,5.5,2.4,1.1,0.9,1.9,3.5,18.0,.443,.522,.344,.750,.533,.520,G-F,UTA,baileac01
1220,Amari Bailey,-0.1,CHA,2,41,2023,UCLA,2023-24,2023-24,19,10,0,0,4.4,13.3,3.9,8.9,0.6,4.4,3.3,3.9,3.3,1.7,5.0,3.9,1.7,0.0,2.2,1.1,12.7,.333,.438,.125,.857,.425,.354,G,CHO,baileam01
1221,Quincy Miller,-0.1,DEN,2,38,2012,Baylor,2012-13,2014-15,20-22,69,16,0,4.1,11.8,2.9,7.4,1.3,4.4,1.9,2.6,1.6,4.9,6.5,1.4,1.2,1.4,2.1,3.2,11.4,.350,.383,.292,.706,.439,.404,F,DENDETSAC,millequ01
1222,Patrick Ewing,-0.1,SAC,2,43,2008,Georgetown,2010-11,2010-11,26,7,0,0,0.0,9.5,0.0,5.7,0.0,3.8,5.7,7.6,1.9,1.9,3.8,3.8,0.0,1.9,1.9,1.9,5.7,.000,.000,.000,.750,.222,.000,F,NOH,ewingpa02
1223,Jay Scrubb,-0.1,NJN,2,55,2020,Logan (IL) College,2020-21,2022-23,20-22,24,1,0,5.7,13.6,4.1,8.7,1.5,4.9,2.0,2.6,0.6,4.9,5.5,1.5,1.5,0.5,2.6,2.5,14.9,.416,.474,.313,.765,.503,.472,G-F,LACORL,scrubja01
1224,Marcus Williams,-0.1,SAS,2,33,2007,Arizona,2007-08,2008-09,21-22,13,0,0,6.5,20.3,6.5,20.3,0.0,0.0,0.0,0.0,3.7,7.4,11.1,2.8,0.9,0.9,0.0,3.7,12.9,.318,.318,,,.318,.318,F,LACSAS,willima04
1225,Jarrett Culver,-0.1,PHO,1,6,2019,Texas Tech,2019-20,2022-23,20-23,144,43,0,5.3,13.3,4.0,8.4,1.3,4.8,1.6,3.1,1.8,4.0,5.8,2.5,1.5,0.8,2.0,3.5,13.6,.401,.473,.276,.509,.463,.451,G,ATLMEMMIN,culveja01
1226,Tibor Pleiß,-0.1,NJN,2,31,2010,,2015-16,2015-16,26,12,0,0,4.8,11.0,4.8,10.1,0.0,0.9,0.9,0.9,2.6,4.0,6.6,0.9,0.4,0.9,3.5,8.3,10.5,.440,.478,.000,1.000,.464,.440,C,UTA,pleisti01
1227,Drake Powell,-0.1,ATL,1,22,2025,North Carolina,2025-26,2025-26,20,63,24,0,3.9,9.8,2.5,4.8,1.4,5.0,1.9,2.1,0.6,2.5,3.0,2.5,1.0,0.4,1.6,2.4,11.1,.402,.528,.280,.896,.521,.473,G-F,BRK,poweldr01
1228,Erik Murphy,-0.1,CHI,2,49,2013,Florida,2013-14,2013-14,23,24,0,0,1.7,7.5,1.7,5.8,0.0,1.7,0.0,0.0,1.2,3.5,4.6,1.2,0.0,2.3,1.2,4.1,3.5,.231,.300,.000,,.231,.231,F,CHI,murpher01
1229,Trevor Keels,-0.1,NYK,2,42,2022,Duke,2022-23,2025-26,19-22,11,0,0,6.3,25.0,1.6,4.7,4.7,20.3,0.0,0.0,0.0,6.3,6.3,0.0,1.6,0.0,0.0,0.0,17.2,.250,.333,.231,,.344,.344,G,MIANYK,keelstr01
1230,Cameron Bairstow,-0.1,CHI,2,49,2014,New Mexico,2014-15,2015-16,24-25,36,3,0,3.4,11.6,3.2,10.6,0.2,1.1,2.4,2.8,2.2,5.6,7.8,1.5,0.9,0.9,1.5,5.8,9.5,.296,.306,.200,.846,.368,.306,F-C,CHI,bairsca01
1231,Marial Shayok,-0.1,PHI,2,54,2019,Iowa State,2019-20,2019-20,24,4,0,0,3.9,15.4,1.3,7.7,2.6,7.7,3.9,5.1,1.3,7.7,9.0,1.3,0.0,1.3,3.9,5.1,14.1,.250,.167,.333,.750,.400,.333,G,PHI,shayoma01
1232,Damien Inglis,-0.1,MIL,2,31,2014,,2015-16,2015-16,20,20,1,0,3.0,8.5,2.3,5.5,0.7,3.0,1.6,1.8,0.5,6.7,7.2,2.3,1.4,0.7,2.5,2.5,8.3,.351,.417,.231,.875,.444,.392,F,MIL,inglida01
1233,Yaroslav Korolev,-0.1,LAC,1,12,2005,,2005-06,2006-07,18-19,34,0,0,2.8,9.9,2.1,7.3,0.6,2.6,2.1,3.4,1.3,2.1,3.4,2.8,1.3,0.0,1.5,2.4,8.4,.283,.294,.250,.625,.368,.315,F,LAC,korolya01
1234,Michael Gbinije,-0.1,DET,2,49,2016,Syracuse,2016-17,2016-17,24,9,0,0,1.1,11.3,1.1,6.8,0.0,4.5,2.3,2.3,2.3,1.1,3.4,2.3,0.0,0.0,0.0,2.3,4.5,.100,.167,.000,1.000,.184,.100,G,DET,gbinimi01
1235,Kevin Hervey,-0.1,OKC,2,57,2018,UT Arlington,2019-20,2019-20,23,10,0,0,4.8,18.7,2.8,4.8,2.1,13.8,0.0,0.0,0.7,7.6,8.3,3.5,0.7,0.7,0.0,2.8,11.8,.259,.571,.150,,.315,.315,F,OKC,herveke01
1236,Omar Cook,-0.1,ORL,2,32,2001,St. John's (NY),2003-04,2004-05,22-23,22,0,0,2.9,8.6,2.9,7.8,0.0,0.8,0.5,1.0,0.8,1.4,2.2,7.8,2.7,0.2,2.7,3.4,6.3,.333,.370,.000,.500,.345,.333,G,PORTOR,cookom01
1237,Keyontae Johnson,-0.1,OKC,2,50,2023,Kansas State,2023-24,2023-24,23,9,0,0,2.7,8.7,2.2,7.1,0.5,1.6,0.0,0.0,2.2,3.3,5.5,2.2,0.5,0.0,2.2,2.7,6.0,.313,.308,.333,,.344,.344,F,OKC,johnske08
1238,Pavel Podkolzin,-0.1,UTA,1,21,2004,,2004-05,2005-06,20-21,6,0,0,0.0,2.6,0.0,2.6,0.0,0.0,5.1,10.3,0.0,11.6,11.6,0.0,0.0,1.3,5.1,5.1,5.1,.000,.000,,.500,.362,.000,C,DAL,podkopa01
1239,Ben Bentil,-0.1,BOS,2,51,2016,Providence,2016-17,2016-17,21,3,0,0,0.0,10.8,0.0,7.2,0.0,3.6,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,3.6,3.6,0.0,.000,.000,.000,,.000,.000,F,DAL,bentibe01
1240,Luke Travers,-0.1,CLE,2,56,2022,,2024-25,2025-26,23-24,24,0,0,2.6,10.6,2.5,5.8,0.2,4.7,2.1,2.1,3.2,5.1,8.3,3.2,1.5,0.9,2.1,2.3,7.5,.250,.419,.040,1.000,.329,.259,G,CLE,travelu01
1241,Seth Lundy,-0.1,ATL,2,46,2023,Penn State,2023-24,2023-24,23,9,0,0,2.8,11.8,0.7,2.8,2.1,9.0,2.1,2.8,0.7,4.2,4.8,0.0,0.0,0.0,0.7,4.2,9.7,.235,.250,.231,.750,.373,.324,G-F,ATL,lundyse01
1242,Taurean Green,-0.1,POR,2,52,2007,Florida,2007-08,2007-08,21,17,0,0,3.4,12.2,2.4,6.8,1.0,5.4,5.4,5.8,0.0,4.9,4.9,5.4,1.0,0.0,4.4,2.4,13.1,.280,.357,.182,.917,.446,.320,G,DENPOR,greenta01
1243,Diamond Stone,-0.1,NOH,2,40,2016,Maryland,2016-17,2016-17,19,7,0,0,4.5,19.5,4.5,19.5,0.0,0.0,6.0,6.0,1.5,7.5,9.0,0.0,0.0,1.5,3.0,7.5,15.0,.231,.231,,1.000,.339,.231,C,LAC,stonedi01
1244,Georgios Kalaitzakis,-0.1,IND,2,60,2021,,2021-22,2021-22,23,13,4,0,5.2,11.3,3.5,6.9,1.7,4.4,2.4,5.0,1.0,2.5,3.5,2.0,1.9,0.3,3.4,3.2,14.5,.463,.512,.385,.467,.536,.537,G-F,MILOKC,kalaige01
1245,Deividas Sirvydis,-0.1,DAL,2,37,2019,,2020-21,2021-22,20-21,23,0,0,3.4,11.3,0.9,3.4,2.5,7.9,0.7,1.4,0.0,7.9,7.9,1.4,1.1,0.2,1.1,2.9,9.9,.300,.267,.314,.500,.418,.410,G-F,DET,sirvyde01
1246,Will Blalock,-0.1,DET,2,60,2006,Iowa State,2006-07,2006-07,23,14,0,0,2.0,6.5,1.7,5.4,0.2,1.1,1.3,1.3,1.3,2.0,3.3,3.7,1.1,0.0,2.6,2.0,5.4,.300,.320,.200,1.000,.383,.317,G,DET,blalowi01
1247,Nick Johnson,-0.1,HOU,2,42,2014,Arizona,2014-15,2014-15,22,28,0,0,3.6,10.3,2.9,7.4,0.7,2.9,2.3,3.4,1.8,3.6,5.4,1.5,1.0,0.4,2.6,4.7,10.2,.347,.389,.238,.680,.430,.380,G,HOU,johnsni01
1248,Malachi Richardson,-0.1,CHA,1,22,2016,Syracuse,2016-17,2018-19,21-23,70,4,0,3.9,10.8,2.2,5.4,1.6,5.4,2.1,2.6,0.6,3.5,4.0,1.4,0.9,0.1,1.5,3.6,11.4,.358,.415,.301,.783,.478,.433,G,SACTOR,richama01
1249,George King,-0.1,PHO,2,59,2018,Colorado,2018-19,2021-22,25-28,5,0,0,0.0,7.2,0.0,1.4,0.0,5.8,1.4,2.9,0.0,8.6,8.6,0.0,0.0,0.0,1.4,5.8,1.4,.000,.000,.000,.500,.085,.000,G-F,DALPHO,kingge03
1250,Tyler Honeycutt,-0.1,SAC,2,35,2011,UCLA,2011-12,2012-13,21-22,24,0,0,3.3,10.5,3.0,9.0,0.3,1.5,1.5,2.1,1.8,5.4,7.2,2.7,1.2,1.2,2.1,1.5,8.4,.314,.333,.200,.714,.368,.329,F,SAC,honeyty01
1251,Mike Smith,-0.1,WAS,2,35,2000,Louisiana–Monroe,2000-01,2000-01,24,17,0,0,3.8,11.8,3.2,8.2,0.6,3.6,2.0,3.2,2.0,2.4,4.4,2.0,1.0,0.6,1.4,1.6,10.2,.322,.390,.167,.625,.386,.347,F,WAS,smithmi03
1252,Armon Johnson,-0.1,POR,2,34,2010,Nevada,2010-11,2011-12,21-22,47,0,0,5.9,12.9,5.4,11.6,0.5,1.3,1.7,2.5,1.1,3.3,4.4,5.0,0.9,0.1,4.0,3.6,14.1,.458,.465,.400,.679,.502,.479,G,NJNPOR,johnsar02
1253,DaJuan Summers,-0.1,DET,2,35,2009,Georgetown,2009-10,2012-13,22-25,83,7,0,4.5,11.8,3.2,8.3,1.3,3.5,1.9,2.9,1.1,2.5,3.6,1.3,0.8,0.4,1.6,4.6,12.2,.384,.392,.367,.642,.467,.438,F,DETLACNOH,summeda01
1254,Didi Louzada,-0.1,ATL,2,35,2019,,2020-21,2021-22,21-22,12,1,0,2.9,9.0,0.8,2.9,2.1,6.0,0.4,0.4,1.2,2.7,3.9,1.6,0.8,0.4,1.6,3.5,8.4,.326,.267,.355,1.000,.459,.446,G,NOPPOR,louzama01
1255,Sun Yue,-0.1,LAL,2,40,2007,,2008-09,2008-09,23,10,0,0,3.9,14.1,3.9,6.4,0.0,7.7,0.0,0.0,0.0,0.0,0.0,2.6,1.3,1.3,3.9,12.9,7.7,.273,.600,.000,,.273,.273,G,LAL,yuesu01
1256,Cheikh Samb,-0.1,LAL,2,51,2006,,2007-08,2008-09,23-24,22,0,0,2.8,11.4,2.8,10.4,0.0,0.9,1.3,2.8,4.1,5.7,9.8,0.3,1.3,3.8,1.3,4.7,6.9,.250,.273,.000,.444,.275,.250,C,DENDETLACNYK,sambch01
1257,Grant Jerrett,-0.1,POR,2,40,2013,Arizona,2014-15,2014-15,21,8,0,0,4.9,18.4,4.2,7.8,0.7,10.6,0.7,0.7,1.4,4.9,6.4,2.1,1.4,1.4,2.1,7.8,11.3,.269,.545,.067,1.000,.303,.288,F,OKCUTA,jerregr01
1258,Robert Woodard II,-0.1,MEM,2,40,2020,Mississippi State,2020-21,2021-22,21-22,25,0,0,4.1,14.9,3.3,10.8,0.8,4.1,2.1,4.1,3.7,7.4,11.2,2.1,0.4,1.7,0.8,2.9,11.2,.278,.308,.200,.500,.334,.306,F,SAC,woodaro01
1259,Kris Joseph,-0.1,BOS,2,51,2012,Syracuse,2012-13,2012-13,24,10,0,0,1.3,9.3,1.3,7.3,0.0,2.0,3.3,5.3,0.7,4.0,4.7,0.7,2.0,0.0,1.3,2.0,6.0,.143,.182,.000,.625,.257,.143,F,BOSBRK,josepkr01
1260,Dariq Whitehead,-0.1,NJN,1,22,2023,Duke,2023-24,2025-26,19-21,28,2,0,6.1,15.4,2.0,4.5,4.1,10.9,0.7,1.1,0.5,4.1,4.5,1.9,0.8,0.2,2.0,2.8,17.1,.397,.439,.380,.643,.537,.531,F,BRKMEM,whiteda01
1261,Aleksej Pokusevski,-0.2,MIN,1,17,2020,,2020-21,2023-24,19-22,168,65,0,5.1,13.0,3.3,7.0,1.8,5.9,1.2,1.8,1.7,6.4,8.2,3.4,1.0,1.4,2.7,2.4,13.2,.391,.463,.304,.702,.479,.460,F,CHOOKC,pokusal01
1262,Peyton Siva,-0.2,DET,2,56,2013,Louisville,2013-14,2013-14,23,24,0,0,2.9,9.2,1.8,5.1,1.1,4.0,1.8,2.4,0.3,1.9,2.3,5.5,1.4,0.2,2.9,4.3,8.7,.316,.344,.280,.733,.425,.377,G,DET,sivape01
1263,Roko Ukić,-0.2,TOR,2,41,2005,,2008-09,2009-10,24-25,85,0,0,5.0,12.9,4.5,10.2,0.5,2.7,1.9,2.6,1.0,1.9,2.8,6.0,1.1,0.1,2.4,3.0,12.4,.387,.439,.189,.746,.443,.407,G,MILTOR,ukicro01
1264,Ernest Brown,-0.2,MIA,2,52,2000,Indian Hills Community College,2001-02,2001-02,22,3,0,0,1.7,10.3,1.7,10.3,0.0,0.0,1.7,6.9,1.7,8.6,10.3,0.0,0.0,1.7,5.1,6.9,5.1,.167,.167,,.250,.193,.167,C,MIA,browner01
1265,Jerome Robinson,-0.2,LAC,1,13,2018,Boston College,2018-19,2023-24,21-26,135,12,0,4.2,11.7,2.5,6.0,1.7,5.7,1.5,2.1,0.4,4.1,4.6,2.9,1.1,0.6,1.8,4.1,11.6,.361,.423,.297,.711,.461,.434,G,GSWLACWAS,robinje01
1266,Andy Rautins,-0.2,NYK,2,38,2010,Syracuse,2010-11,2010-11,24,5,0,0,4.5,10.5,3.0,4.5,1.5,6.0,1.5,3.0,0.0,1.5,1.5,4.5,1.5,0.0,10.5,0.0,12.0,.429,.667,.250,.500,.508,.500,G,NYK,rautian01
1267,Mile Ilić,-0.2,NJN,2,43,2005,,2006-07,2006-07,22,5,0,0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,18.0,6.0,0.0,.000,.000,,,.000,.000,C,NJN,ilicmi01
1268,Tornike Shengelia,-0.2,PHI,2,54,2012,,2012-13,2013-14,21-22,45,0,0,3.4,7.4,3.2,6.3,0.1,1.2,1.7,3.5,1.9,3.8,5.7,2.5,0.9,0.3,3.4,4.2,8.6,.451,.512,.125,.500,.479,.461,F,BRKCHI,shengto01
1269,TyTy Washington Jr.,-0.2,MEM,1,29,2022,Kentucky,2022-23,2025-26,21-24,74,2,0,4.5,12.6,3.1,6.7,1.5,6.0,0.7,1.2,0.4,3.2,3.6,4.4,1.4,0.3,1.1,2.1,11.1,.357,.457,.243,.542,.422,.414,G,HOULACMILPHO,washity02
1270,Lorenzo Brown,-0.2,MIN,2,52,2013,NC State,2013-14,2018-19,23-28,103,7,0,3.7,10.3,3.2,7.0,0.5,3.2,0.9,1.2,0.9,3.7,4.6,5.6,1.9,0.5,2.2,3.1,8.9,.364,.453,.170,.707,.411,.391,G,MINPHIPHOTOR,brownlo01
1271,Sergei Monia,-0.2,POR,1,23,2004,,2005-06,2005-06,22,26,15,0,3.0,9.1,2.1,5.6,0.9,3.6,1.0,1.5,1.2,4.3,5.5,2.0,0.7,0.5,1.3,4.3,8.1,.333,.377,.265,.714,.413,.385,F,PORSAC,moniase01
1272,D.J. Strawberry,-0.2,PHO,2,59,2007,Maryland,2007-08,2007-08,22,33,0,0,3.9,12.3,3.1,8.9,0.8,3.3,1.2,2.5,1.2,2.5,3.7,4.0,1.6,0.8,1.5,4.8,9.7,.315,.343,.240,.474,.364,.348,G,PHO,strawdj01
