--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
397,Mikal Bridges,1311,PHI,1,10,2018,Villanova,2015-16,2017-18,116,73,17.2,131,95,10.5,6.7,.216,6.4,5.1,11.5,22.7,5.3,13.4,9.6,10.3,3.0,3.6,11.0,18.3,F,Villanova,mikal-bridges-1
398,Branden Dawson,1309,NOH,2,56,2015,Michigan State,2011-12,2014-15,130,122,15.1,110,91,7.2,7.9,.175,4.8,4.4,9.1,22.9,11.8,19.3,15.7,11.1,2.9,4.7,15.8,21.2,F,Michigan State,branden-dawson-1
399,James Harden,1309,OKC,1,3,2009,Arizona State,2007-08,2008-09,69,68,13.8,,,10.0,3.8,.230,,,,,,,10.3,27.0,,1.0,16.4,30.5,G,Arizona State,james-harden-1
400,Andrew Nembhard,1308,IND,2,31,2022,Gonzaga,2018-19,2021-22,131,115,15.6,113,99,8.8,6.8,.148,2.9,2.5,5.3,15.8,0.8,9.2,5.2,28.4,2.2,0.3,17.6,17.6,G,FloridaGonzaga,andrew-nembhard-1


Provided by <a href="https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Stathead</a>: <a href="https://www.sports-reference.com/stathead/basketball/cbb/player-season-finder.cgi?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool">Found with Stathead. See Full Results.</a><br>Generated 5/5/2026.--- When using SR data, please cite us and provide a link and/or a mention.


 
Rk,Player,PTS,Draft Team,Round,Pick,Draft Year,Draft College,From,To,G,GS,WS,ORtg,DRtg,OWS,DWS,WS/40,OBPM,DBPM,BPM,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Team,Player-additional
401,Koby Brea,1308,GSW,2,41,2025,Kentucky,2020-21,2024-25,149,37,12.0,120,105,7.3,4.7,.130,4.1,1.1,5.2,14.7,1.3,12.8,7.5,8.5,1.0,1.1,9.0,16.6,G,DaytonKentucky,koby-brea-1
402,Miye Oni,1308,GSW,2,58,2019,Yale,2016-17,2018-19,87,82,8.8,106,101,4.7,4.2,.128,1.5,0.3,1.8,18.6,3.1,18.7,11.2,19.9,1.5,3.4,15.7,25.8,G,Yale,miye-oni-1
403,Taj Gibson,1307,CHI,1,26,2009,Southern California,2006-07,2008-09,105,104,18.5,,,8.4,10.1,.215,,,,,,,14.8,8.4,,5.5,19.2,19.2,F,Southern California,taj-gibson-1
404,E.J. Liddell,1298,NOH,2,41,2022,Ohio State,2019-20,2021-22,92,61,12.7,118,99,8.9,3.8,.209,6.3,3.0,9.2,26.5,8.2,18.6,13.7,13.2,1.2,6.5,12.0,27.9,F,Ohio State,ej-liddell-1
405,T.J. Warren,1296,PHO,1,14,2014,NC State,2012-13,2013-14,70,49,10.6,120,104,8.1,2.5,.194,7.9,1.7,9.6,28.0,10.3,11.0,10.7,7.4,2.9,1.7,9.7,28.6,F,NC State,tj-warren-1
406,Luther Head,1295,HOU,1,24,2005,Illinois,2001-02,2004-05,128,84,15.1,,,8.8,6.3,.186,,,,,,,7.6,18.7,,0.5,15.5,21.2,G,Illinois,luther-head-1
407,George King,1294,PHO,2,59,2018,Colorado,2013-14,2017-18,127,89,8.9,109,104,5.1,3.8,.124,3.0,0.6,3.6,17.4,7.2,19.1,13.2,6.5,1.0,1.4,14.6,23.1,G,Colorado,george-king-1
408,Jordan Nwora,1294,MIL,2,45,2020,Louisville,2017-18,2019-20,93,59,10.8,111,96,6.1,4.7,.177,5.4,2.5,7.9,21.3,5.1,20.0,12.9,8.5,1.7,1.1,12.9,27.1,F,Louisville,jordan-nwora-1
409,Montrezl Harrell,1294,HOU,2,32,2015,Louisville,2012-13,2014-15,112,75,16.0,119,89,8.4,7.7,.217,5.3,3.4,8.7,24.1,11.1,18.5,14.8,7.4,1.8,4.4,11.6,21.0,F,Louisville,montrezl-harrell-1
410,Marcus Zegarowski,1293,NJN,2,49,2021,Creighton,2018-19,2020-21,92,75,11.7,115,103,8.2,3.5,.158,4.6,1.5,6.0,19.3,1.2,10.7,6.2,24.3,2.0,0.2,15.7,22.0,G,Creighton,marcus-zegarowski-1
411,Wes Johnson,1293,MIN,1,4,2010,Syracuse,2006-07,2009-10,93,90,12.3,119,90,5.9,6.3,.167,,,,24.2,7.6,18.3,11.6,11.9,2.7,4.0,14.7,24.3,F,Iowa StateSyracuse,wes-johnson-1
412,Alec Burks,1291,UTA,1,12,2011,Colorado,2009-10,2010-11,68,67,10.8,120,107,9.2,1.6,.206,8.0,0.0,8.1,27.8,8.8,13.7,11.3,17.0,2.1,1.2,12.6,30.0,G,Colorado,alec-burks-1
413,Dan Dickau,1290,SAC,1,28,2002,Gonzaga,1997-98,2001-02,97,67,12.4,,,9.5,2.9,.200,,,,,,,,,,,19.8,,G,GonzagaWashington,dan-dickau-1
414,Joseph Forte,1290,BOS,1,21,2001,North Carolina,1999-00,2000-01,69,66,8.8,,,5.3,3.5,.150,,,,,,,,,,,12.5,,G,North Carolina,joseph-forte-1
415,Dan Gadzuric,1287,MIL,2,34,2002,UCLA,1998-99,2001-02,122,102,12.5,,,4.6,7.9,.169,,,,,,,16.9,5.4,,3.2,15.2,23.0,C,UCLA,dan-gadzuric-1
416,John Salmons,1287,SAS,1,26,2002,Miami (FL),1998-99,2001-02,124,107,16.3,,,7.1,9.2,.171,,,,,,,9.6,36.1,,1.3,22.0,21.8,G,Miami (FL),john-salmons-1
417,A.J. Price,1284,IND,2,52,2009,Connecticut,2006-07,2008-09,99,91,10.3,,,4.4,5.9,.142,,,,,,,5.8,28.2,,0.0,16.2,25.1,G,Connecticut,aj-price-1
418,Chimezie Metu,1284,SAS,2,49,2018,Southern California,2015-16,2017-18,104,71,10.4,112,101,6.1,4.3,.147,2.1,2.4,4.5,21.5,7.8,18.6,13.3,8.4,1.5,6.2,13.8,23.0,F,Southern California,chimezie-metu-1
419,Joe Wieskamp,1283,SAS,2,41,2021,Iowa,2018-19,2020-21,97,97,11.3,119,103,8.0,3.3,.156,5.9,1.5,7.4,20.0,5.1,16.1,10.7,9.0,1.8,1.6,10.9,20.4,G,Iowa,joe-wieskamp-1
420,Nate Robinson,1283,PHO,1,21,2005,Washington,2002-03,2004-05,89,66,9.3,,,5.9,3.4,.149,,,,,,,7.8,20.5,,0.2,13.3,23.7,G,Washington,nate-robinson-1
421,Seth Lundy,1283,ATL,2,46,2023,Penn State,2019-20,2022-23,122,96,10.0,110,103,6.0,4.0,.127,3.5,1.5,5.0,17.0,4.0,16.5,10.4,5.6,1.6,2.4,10.7,21.8,F,Penn State,seth-lundy-1
422,Jared Sullinger,1282,BOS,1,21,2012,Ohio State,2010-11,2011-12,74,72,16.2,124,88,10.3,5.9,.282,7.3,3.2,10.6,30.3,13.3,25.9,19.5,8.0,2.1,3.0,10.7,27.4,F,Ohio State,jared-sullinger-1
423,Dwyane Wade,1281,MIA,1,5,2003,Marquette,2001-02,2002-03,65,65,13.3,,,6.0,7.3,.268,,,,,,,13.6,27.9,,2.9,15.0,33.6,G,Marquette,dwyane-wade-1
424,Eric Chenowith,1281,NYK,2,43,2001,Kansas,1997-98,2000-01,139,89,15.1,,,3.0,12.1,.194,,,,,,,14.6,7.4,1.5,7.6,17.7,23.4,C,Kansas,eric-chenowith-1
425,Jason Smith,1281,MIA,1,20,2007,Colorado State,2004-05,2006-07,87,70,10.5,,,8.1,2.4,.172,,,,,,,15.5,17.8,,5.2,20.1,30.6,F,Colorado State,jason-smith-1
426,Cameron Payne,1279,OKC,1,14,2015,Murray State,2013-14,2014-15,69,69,11.3,116,101,8.0,3.3,.202,5.7,0.8,6.4,25.3,1.7,10.9,6.5,37.1,3.3,1.7,14.5,30.5,G,Murray State,cameron-payne-1
427,Kenyon Martin,1279,NJN,1,1,2000,Cincinnati,1996-97,1999-00,116,97,24.7,,,8.2,16.4,.340,,,,,,,,,,,15.0,,C,Cincinnati,kenyon-martin-1
428,Blake Griffin,1278,LAC,1,1,2009,Oklahoma,2007-08,2008-09,68,63,15.2,,,8.9,6.3,.290,,,,,,,21.8,16.4,,2.4,15.7,29.5,F,Oklahoma,blake-griffin-1
429,Jimmy Butler,1277,CHI,1,30,2011,Marquette,2008-09,2010-11,106,69,15.9,131,101,11.2,4.7,.203,7.2,2.2,9.4,24.7,8.5,13.2,11.1,11.2,2.4,1.6,9.5,19.0,G,Marquette,jimmy-butler-1
430,Pelle Larsson,1277,HOU,2,44,2024,Arizona,2020-21,2023-24,133,74,13.0,117,100,7.5,5.5,.150,2.8,2.9,5.7,15.7,3.7,11.8,8.0,17.9,1.7,1.1,19.7,17.9,G,ArizonaUtah,pelle-larsson-1
431,Alex Acker,1273,DET,2,60,2005,Pepperdine,2002-03,2004-05,88,80,9.0,,,5.9,3.1,.119,,,,,,,9.5,19.9,,0.9,16.9,22.2,G,Pepperdine,alex-acker-1
432,Keita Bates-Diop,1272,MIN,2,48,2018,Ohio State,2014-15,2017-18,109,70,12.0,114,96,6.6,5.4,.177,5.1,3.1,8.2,22.5,5.5,20.2,13.2,9.3,1.5,5.4,10.7,23.8,F,Ohio State,keita-bates-diop-1
433,Jared Cunningham,1271,CLE,1,24,2012,Oregon State,2009-10,2011-12,98,83,9.7,108,100,5.8,3.9,.142,3.4,2.3,5.7,20.1,4.0,9.2,6.5,14.7,4.6,1.0,18.5,24.5,G,Oregon State,jared-cunningham-2
434,Tyrese Martin,1271,GSW,2,51,2022,Connecticut,2018-19,2021-22,114,99,11.5,107,98,5.7,5.8,.131,2.5,1.2,3.8,16.3,8.0,16.3,12.1,8.2,1.7,1.4,13.4,19.8,G,ConnecticutRhode Island,tyrese-martin-1
435,James White IV,1270,POR,2,31,2006,Cincinnati,2001-02,2005-06,123,87,14.0,,,6.0,8.0,.168,,,,,,,8.9,22.7,,1.3,17.9,19.0,F,CincinnatiFlorida,james-white-1
436,Robert Sacre,1270,LAL,2,60,2012,Gonzaga,2007-08,2011-12,136,111,13.0,113,94,7.1,5.9,.176,2.6,2.6,5.1,22.0,10.3,17.2,13.7,6.1,1.4,6.7,16.6,22.8,C,Gonzaga,robert-sacre-1
437,Elijah Hughes,1269,NOH,2,39,2020,Syracuse,2016-17,2019-20,91,73,9.8,109,101,5.9,3.9,.140,4.2,1.9,6.1,18.5,1.9,12.3,7.2,15.1,2.0,3.0,12.1,24.1,F,East CarolinaSyracuse,elijah-hughes-1
438,Chris Duhon,1268,CHI,2,38,2004,Duke,2000-01,2003-04,144,113,14.5,,,4.6,9.8,.120,,,,,,,5.8,30.0,,0.3,22.8,16.3,G,Duke,chris-duhon-1
439,Jermareo Davidson,1268,GSW,2,36,2007,Alabama,2003-04,2006-07,126,121,11.5,,,3.5,8.0,.128,,,,,,,16.6,7.6,,3.8,13.5,20.2,F,Alabama,jermareo-davidson-1
440,Quinten Post,1268,GSW,2,52,2024,Boston College,2019-20,2023-24,124,59,9.9,111,102,6.1,3.8,.155,4.0,1.9,6.0,23.0,8.6,20.5,14.6,14.2,1.4,5.6,15.8,26.1,F,Boston CollegeMississippi State,quinten-post-1
441,Denham Brown,1267,OKC,2,40,2006,Connecticut,2002-03,2005-06,135,96,9.8,,,4.0,5.8,.120,,,,,,,8.5,9.0,,0.5,14.6,20.2,F,Connecticut,denham-brown-1
442,Jarrett Jack,1265,DEN,1,22,2005,Georgia Tech,2002-03,2004-05,101,100,14.2,,,8.1,6.1,.175,,,,,,,7.6,26.2,,0.2,23.8,21.8,G,Georgia Tech,jarrett-jack-1
443,Bobby Simmons,1263,OKC,2,42,2001,DePaul,1998-99,2000-01,93,92,11.1,,,5.9,5.2,.151,,,,,,,,,,,17.1,,F,DePaul,bobby-simmons-1
444,Gerald Henderson,1262,CHA,1,12,2009,Duke,2006-07,2008-09,103,79,11.1,,,4.3,6.7,.170,,,,,,,9.5,14.5,,1.9,13.9,25.4,G,Duke,gerald-henderson-2
445,Raymond Felton Jr,1260,CHA,1,5,2005,North Carolina,2002-03,2004-05,101,100,11.3,,,5.6,5.7,.132,,,,,,,6.7,35.1,,0.5,24.0,20.3,G,North Carolina,raymond-felton-1
446,Maarty Leunen,1259,HOU,2,54,2008,Oregon,2004-05,2007-08,127,91,15.6,,,8.7,6.9,.176,,,,,,,15.5,12.3,,1.0,13.8,17.0,F,Oregon,maarty-leunen-1
447,Reggie Jackson,1254,OKC,1,24,2011,Boston College,2008-09,2010-11,99,52,10.8,117,106,7.9,2.9,.156,8.9,0.9,9.8,23.9,5.5,12.8,9.2,26.8,1.6,1.6,15.3,24.8,G,Boston College,reggie-jackson-1
448,Josh Richardson,1252,MIA,2,40,2015,Tennessee,2011-12,2014-15,136,110,12.0,110,101,6.8,5.2,.125,2.5,3.0,5.5,16.2,3.6,10.7,7.0,14.4,2.5,2.5,15.3,19.0,G,Tennessee,josh-richardson-2
449,Chris Kaman,1250,LAC,1,6,2003,Central Michigan,2000-01,2002-03,83,45,12.3,,,9.2,3.1,.226,,,,,,,21.2,8.1,,5.8,20.9,28.0,C,Central Michigan,chris-kaman-1
450,Wesley Iwundu,1249,ORL,2,33,2017,Kansas State,2013-14,2016-17,132,123,10.6,105,101,4.8,5.7,.113,2.1,2.9,4.9,15.5,4.9,15.0,10.0,20.6,2.0,1.6,19.5,19.9,F,Kansas State,wesley-iwundu-1
451,Darius Miller,1248,NOH,2,46,2012,Kentucky,2008-09,2011-12,152,82,13.9,119,98,8.1,5.9,.147,4.6,3.4,8.1,17.1,4.7,9.1,7.3,13.2,1.7,2.5,16.3,17.3,G,Kentucky,darius-miller-1
452,Thomas Welsh,1248,DEN,2,58,2018,UCLA,2014-15,2017-18,132,94,13.6,125,101,8.6,5.0,.165,3.7,1.6,5.2,20.7,10.7,22.7,17.0,5.5,0.9,4.5,7.7,17.1,C,UCLA,thomas-welsh-1
453,Jodie Meeks,1246,MIL,2,41,2009,Kentucky,2006-07,2008-09,81,42,9.9,,,7.8,2.1,.176,,,,,,,6.0,11.9,,0.3,12.4,29.8,G,Kentucky,jodie-meeks-1
454,Dwayne Collins,1245,PHO,2,60,2010,Miami (FL),2006-07,2009-10,126,99,13.2,110,94,6.0,7.1,.177,,,,24.9,14.3,22.0,17.3,8.8,1.4,3.1,16.9,23.3,F,Miami (FL),dwayne-collins-1
455,Matisse Thybulle,1242,BOS,1,20,2019,Washington,2015-16,2018-19,135,134,11.1,105,100,4.4,6.7,.112,1.7,5.3,7.0,16.5,3.4,8.4,5.9,12.8,4.7,4.9,18.2,17.0,G,Washington,matisse-thybulle-1
456,Cameron Bairstow,1239,CHI,2,49,2014,New Mexico,2010-11,2013-14,134,55,13.0,116,96,7.7,5.2,.186,2.9,2.3,5.2,21.5,10.4,16.6,13.6,8.6,1.4,4.0,12.8,23.3,F,New Mexico,cameron-bairstow-1
457,Ryan Anderson,1236,NJN,1,21,2008,California,2006-07,2007-08,66,66,10.2,,,7.5,2.7,.188,,,,,,,17.9,9.7,,1.1,10.6,29.4,F,California,ryan-anderson-1
458,Delonte West,1235,BOS,1,24,2004,Saint Joseph's,2001-02,2003-04,89,56,12.9,,,7.8,5.1,.216,,,,,,,,,,,14.4,,G,Saint Joseph's,delonte-west-1
459,Pierre Jackson,1235,PHI,2,42,2013,Baylor,2011-12,2012-13,74,55,12.2,116,100,9.0,3.2,.201,7.5,2.2,9.7,24.0,2.8,9.2,6.0,39.1,3.0,0.1,19.5,27.1,G,Baylor,pierre-jackson-1
460,D.J. Augustin Jr,1234,CHA,1,9,2008,Texas,2006-07,2007-08,73,73,10.7,,,6.2,4.5,.161,,,,,,,4.2,34.3,,0.2,16.9,20.9,G,Texas,dj-augustin-1
461,Jacob Evans,1233,GSW,1,28,2018,Cincinnati,2015-16,2017-18,105,80,15.1,120,93,8.2,6.9,.198,4.9,4.2,9.2,20.3,5.3,11.6,8.5,16.8,2.4,3.5,10.6,20.9,G,Cincinnati,jacob-evans-1
462,Adreian Payne,1232,ATL,1,15,2014,Michigan State,2010-11,2013-14,138,94,13.2,114,92,7.0,6.2,.192,3.5,3.4,7.0,22.9,9.5,22.4,16.1,6.6,1.7,5.8,15.4,22.9,C,Michigan State,adreian-payne-1
463,Roger Mason Jr,1231,CHI,2,31,2002,Virginia,1999-00,2001-02,89,68,10.0,,,6.4,3.6,.152,,,,,,,,,,,15.5,,G,Virginia,roger-mason-1
464,Stanley Robinson,1231,ORL,2,59,2010,Connecticut,2006-07,2009-10,126,103,11.8,110,99,4.4,7.4,.143,,,,20.2,8.9,14.6,12.2,7.4,1.5,3.1,15.6,20.4,F,Connecticut,stanley-robinson-1
465,Trey Burke,1231,MIN,1,9,2013,Michigan,2011-12,2012-13,73,71,12.9,116,101,9.7,3.2,.197,7.5,2.6,10.1,24.3,2.1,10.1,6.1,33.2,2.3,1.4,14.0,27.4,G,Michigan,trey-burke-1
466,Damone Brown,1230,PHI,2,37,2001,Syracuse,1997-98,2000-01,113,91,12.9,,,5.2,7.7,.178,,,,,,,,,,,12.6,,F,Syracuse,damone-brown-1
467,Rui Hachimura,1230,WAS,1,9,2019,Gonzaga,2016-17,2018-19,102,39,12.4,124,93,7.8,4.6,.246,5.3,2.7,8.0,27.0,6.8,17.4,12.6,7.4,1.7,2.6,10.9,26.9,F,Gonzaga,rui-hachimura-1
468,Derrick Williams,1227,MIN,1,2,2011,Arizona,2009-10,2010-11,69,68,12.2,125,99,9.2,3.0,.242,9.6,2.5,12.1,29.7,10.9,21.0,16.1,7.7,1.6,2.3,14.7,27.9,F,Arizona,derrick-williams-2
469,Jabari Bird,1227,BOS,2,56,2017,California,2013-14,2016-17,114,80,9.4,110,103,5.3,4.1,.125,3.3,1.7,4.9,15.7,3.5,10.5,7.0,9.2,1.2,1.1,11.0,21.3,G,California,jabari-bird-1
470,Bobby Jones Jr,1226,MIN,2,37,2006,Washington,2002-03,2005-06,125,105,12.2,,,6.2,6.0,.162,,,,,,,11.7,8.6,,1.4,13.7,18.6,F,Washington,bobby-jones-2
471,Harrison Barnes,1226,GSW,1,7,2012,North Carolina,2010-11,2011-12,75,73,9.3,110,97,5.6,3.8,.170,4.8,2.3,7.1,20.3,7.1,12.3,9.7,8.4,1.7,1.3,11.1,27.3,F,North Carolina,harrison-barnes-1
472,Corey Brewer,1225,MIN,1,7,2007,Florida,2004-05,2006-07,108,104,13.0,,,6.4,6.6,.176,,,,,,,9.2,19.1,,1.1,19.1,21.6,F,Florida,corey-brewer-1
473,Marial Shayok,1221,PHI,2,54,2019,Iowa State,2014-15,2018-19,137,57,10.5,108,98,5.3,5.2,.147,3.1,3.0,6.1,18.1,3.3,12.6,8.1,12.5,2.1,1.5,14.0,24.2,G,Iowa StateVirginia,marial-shayok-1
474,Kessler Edwards,1219,NJN,2,44,2021,Pepperdine,2018-19,2020-21,92,84,10.3,114,102,6.6,3.7,.141,3.5,0.8,4.3,19.7,6.1,18.0,12.0,7.6,1.8,4.8,12.0,20.2,F,Pepperdine,kessler-edwards-1
475,Peyton Siva,1215,DET,2,56,2013,Louisville,2009-10,2012-13,144,113,12.9,101,92,4.9,8.0,.137,1.0,4.2,5.2,15.9,1.4,9.2,5.3,34.1,4.0,0.6,24.6,20.7,G,Louisville,peyton-siva-1
476,Kris Dunn,1214,MIN,1,5,2016,Providence,2012-13,2015-16,95,83,10.8,104,96,5.0,5.8,.144,3.3,4.9,8.2,20.7,3.9,15.1,9.3,40.3,4.1,1.4,21.6,24.6,G,Providence,kris-dunn-1
477,Sean May,1213,CHA,1,13,2005,North Carolina,2002-03,2004-05,77,75,12.2,,,5.2,7.0,.229,,,,,,,19.7,10.1,,2.9,14.6,26.7,C,North Carolina,sean-may-1
478,Ja Morant,1213,MEM,1,2,2019,Murray State,2017-18,2018-19,65,65,13.7,120,97,9.4,4.3,.239,6.2,1.5,7.7,26.7,5.0,14.0,9.8,43.0,2.2,1.8,19.7,27.2,G,Murray State,temetrius-morant-1
479,Jonny Flynn,1211,MIN,1,6,2009,Syracuse,2007-08,2008-09,73,73,8.6,,,5.9,2.7,.129,,,,,,,4.1,26.8,,0.3,17.3,21.5,G,Syracuse,jonny-flynn-1
480,Romero Osby,1211,ORL,2,51,2013,Oklahoma,2008-09,2012-13,134,65,11.1,116,100,7.3,3.8,.161,5.3,1.7,7.0,22.6,8.8,18.9,13.2,8.0,1.2,3.1,13.0,22.5,F,Mississippi StateOklahoma,romero-osby-1
481,Jordan Hill,1208,NYK,1,8,2009,Arizona,2006-07,2008-09,97,79,12.1,,,7.1,5.0,.185,,,,,,,18.0,7.0,,4.0,15.7,24.4,F,Arizona,jordan-hill-1
482,Abdel Nader,1207,BOS,2,58,2016,Iowa State,2011-12,2015-16,117,82,3.7,91,103,0.2,3.5,.052,-0.8,0.3,-0.5,13.4,4.2,17.5,10.6,10.2,2.0,2.9,17.7,27.5,F,Iowa StateNorthern Illinois,abdel-nader-1
483,Demetrius Jackson,1204,BOS,2,45,2016,Notre Dame,2013-14,2015-16,103,88,11.1,119,109,8.8,2.3,.137,4.3,1.2,5.5,18.7,3.6,8.2,6.0,19.2,2.2,0.7,14.1,20.1,G,Notre Dame,demetrius-jackson-2
484,Quentin Grimes,1200,LAC,1,25,2021,Houston,2018-19,2020-21,96,87,10.7,108,97,5.7,5.0,.153,3.5,2.2,5.7,16.3,3.4,11.2,7.3,14.4,1.9,0.9,14.8,23.1,G,HoustonKansas,quentin-grimes-1
485,Mario Austin,1199,CHI,2,36,2003,Mississippi State,2000-01,2002-03,91,64,11.6,,,6.1,5.4,.193,,,,,,,,,,,14.4,,F,Mississippi State,mario-austin-1
486,Loren Woods,1188,MIN,2,46,2001,Arizona,1996-97,2000-01,107,78,16.2,,,5.6,10.7,.234,,,,,,,,,,,15.4,,C,ArizonaWake Forest,loren-woods-1
487,Shannon Brown,1183,CLE,1,25,2006,Michigan State,2003-04,2005-06,97,89,8.7,,,5.9,2.8,.128,,,,,,,7.7,14.0,,0.3,15.8,23.8,G,Michigan State,shannon-brown-1
488,Sviatoslav Mykhailiuk,1181,LAL,2,47,2018,Kansas,2014-15,2017-18,136,70,9.6,114,104,5.8,3.8,.125,3.6,2.1,5.7,14.9,3.6,8.6,6.2,11.3,1.8,0.9,12.2,19.3,G,Kansas,sviatoslav-mykhailiuk-1
489,Luke Walton,1179,LAL,2,32,2003,Arizona,1999-00,2002-03,129,84,10.4,,,2.7,7.7,.118,,,,,,,10.4,30.2,,0.6,22.2,21.4,F,Arizona,luke-walton-1
490,Cody Martin,1178,CHA,2,36,2019,Nevada,2014-15,2018-19,122,87,13.2,116,101,7.7,5.5,.150,3.0,3.3,6.3,18.7,5.4,12.0,8.8,22.5,2.5,3.0,16.0,17.8,F,NC StateNevada,cody-martin-1
491,Michael Gbinije,1177,DET,2,49,2016,Syracuse,2011-12,2015-16,120,61,11.5,112,99,6.4,5.1,.150,3.7,3.6,7.2,18.5,3.7,10.3,7.0,22.1,3.1,1.2,15.6,21.1,F,DukeSyracuse,michael-gbinije-1
492,Mark Madsen,1176,LAL,1,29,2000,Stanford,1996-97,1999-00,108,77,16.1,,,7.6,8.5,.237,,,,,,,,,,,12.6,,F,Stanford,mark-madsen-1
493,Brandon Armstrong,1175,HOU,1,23,2001,Pepperdine,1999-00,2000-01,65,64,8.7,,,5.0,3.7,.177,,,,,,,,,,,10.4,,G,Pepperdine,brandon-armstrong-1
494,Carl Landry,1175,OKC,2,31,2007,Purdue,2004-05,2006-07,64,63,14.0,,,9.8,4.3,.293,,,,,,,14.7,10.6,,2.2,16.9,29.4,F,Purdue,carl-landry-1
495,Taurean Green,1174,POR,2,52,2007,Florida,2004-05,2006-07,111,79,11.5,,,7.4,4.1,.142,,,,,,,4.5,22.7,,0.2,22.2,19.6,G,Florida,taurean-green-1
496,Alex Oriakhi,1171,PHO,2,57,2013,Missouri,2009-10,2012-13,143,130,13.6,115,97,7.6,5.9,.149,2.9,2.0,4.9,19.4,12.5,18.9,15.8,2.6,0.9,6.0,13.8,16.8,F,ConnecticutMissouri,alex-oriakhi-1
497,Nick Calathes,1170,MIN,2,45,2009,Florida,2007-08,2008-09,72,71,10.9,,,6.3,4.6,.184,,,,,,,,,,,17.9,,G,Florida,nick-calathes-1
498,P.J. Tucker Jr,1169,TOR,2,35,2006,Texas,2003-04,2005-06,87,69,13.7,,,6.1,7.6,.218,,,,,,,15.7,13.8,,0.6,15.7,23.7,F,Texas,pj-tucker-1
499,Gani Lawal,1167,PHO,2,46,2010,Georgia Tech,2007-08,2009-10,99,91,10.4,106,91,5.1,5.3,.173,,,,22.8,13.0,21.7,16.1,3.8,1.0,4.6,16.7,24.8,F,Georgia Tech,gani-lawal-1
500,Lorenzo Brown,1167,MIN,2,52,2013,NC State,2010-11,2012-13,101,95,9.6,104,102,5.7,3.9,.117,3.0,2.2,5.2,18.6,2.6,12.3,7.5,32.8,3.1,1.5,21.1,21.8,G,NC State,lorenzo-brown-1
501,Iman Shumpert,1166,NYK,1,17,2011,Georgia Tech,2008-09,2010-11,92,91,9.7,104,93,4.1,5.5,.135,5.4,4.2,9.6,19.9,4.6,12.9,7.9,26.5,4.3,0.6,19.5,23.9,G,Georgia Tech,iman-shumpert-1
502,Shake Milton,1166,DAL,2,54,2018,SMU,2015-16,2017-18,87,80,13.7,122,99,8.4,5.2,.181,4.7,2.4,7.1,19.0,1.5,11.3,6.6,21.3,2.0,1.4,14.0,19.7,G,SMU,malik-milton-1
503,Randy Holcomb,1166,SAS,2,57,2002,San Diego State,1998-99,2001-02,93,60,7.7,,,3.6,4.1,.130,,,,,,,15.9,11.3,,2.2,18.8,28.1,F,Fresno StateSan Diego State,randy-holcomb-1
504,Jamaal Franklin,1162,MEM,2,41,2013,San Diego State,2010-11,2012-13,85,54,10.9,106,89,5.5,5.3,.198,4.0,3.0,7.0,24.3,6.9,26.2,16.4,16.1,2.4,2.5,17.1,29.9,G,San Diego State,jamaal-franklin-1
505,Kyle Weaver,1162,CHA,2,38,2008,Washington State,2004-05,2007-08,121,103,15.9,,,5.4,10.5,.177,,,,,,,9.4,28.4,,1.7,22.9,21.2,G,Washington State,kyle-weaver-1
506,Tony Carr,1161,NOH,2,51,2018,Penn State,2016-17,2017-18,70,70,8.2,108,103,4.9,3.3,.137,4.3,1.0,5.3,18.5,2.6,13.7,8.1,28.0,1.3,0.9,13.1,27.4,G,Penn State,tony-carr-1
507,Cory Jefferson,1159,SAS,2,60,2014,Baylor,2009-10,2013-14,130,76,12.7,123,98,8.3,4.4,.196,4.8,2.2,7.1,24.4,11.1,21.3,16.3,4.2,1.0,6.6,9.2,21.4,F,Baylor,cory-jefferson-1
508,Cody Zeller,1157,CHA,1,4,2013,Indiana,2011-12,2012-13,72,72,14.1,128,93,9.9,4.2,.271,7.7,3.7,11.4,30.6,11.8,19.4,15.7,9.5,2.5,4.4,13.5,25.4,F,Indiana,cody-zeller-1
509,Johnny O'Bryant,1155,MIL,2,36,2014,Louisiana State,2011-12,2013-14,91,78,5.8,96,99,1.9,3.9,.094,0.1,-0.2,0.0,17.7,12.1,20.2,16.0,10.2,1.1,3.0,18.8,28.2,F,Louisiana State,johnny-obryant-1
510,Luke Kennard,1147,DET,1,12,2017,Duke,2015-16,2016-17,73,47,10.9,128,106,8.4,2.5,.192,6.6,1.8,8.4,22.3,4.0,11.5,7.9,12.4,1.7,0.8,8.3,22.9,G,Duke,luke-kennard-1
511,Quentin Richardson,1147,LAC,1,18,2000,DePaul,1998-99,1999-00,64,62,10.1,,,5.5,4.6,.185,,,,,,,,,,,11.8,,F,DePaul,quentin-richardson-1
